#Wave		#Intensity
3198.442383	856.884888
3196.844727	878.005310
3195.247070	827.945740
3193.648438	907.572632
3192.049805	892.199463
3190.449219	854.237488
3188.849609	850.940735
3187.249023	894.319275
3185.647461	913.587402
3184.045898	853.099548
3182.443359	894.929504
3180.840820	903.652588
3179.237305	892.829712
3177.633789	876.003601
3176.029297	946.309082
3174.423828	882.927185
3172.818359	774.555115
3171.212891	789.302368
3169.605469	822.040588
3167.999023	767.781555
3166.390625	825.989075
3164.783203	756.778931
3163.173828	855.398926
3161.564453	1024.338745
3159.955078	803.927124
3158.344727	748.285400
3156.733398	795.909607
3155.122070	687.962463
3153.510742	678.762085
3151.897461	811.551941
3150.285156	700.719299
3148.670898	825.944946
3147.057617	701.743713
3145.442383	701.508972
3143.827148	683.369385
3142.211914	766.668823
3140.595703	720.188904
3138.978516	688.645752
3137.361328	770.369324
3135.743164	717.976196
3134.125000	759.429932
3132.505859	766.618408
3130.885742	723.207275
3129.265625	804.781921
3127.645508	740.567627
3126.024414	735.859680
3124.402344	827.750366
3122.780273	738.337524
3121.157227	778.187378
3119.534180	709.635132
3117.910156	764.308594
3116.286133	750.699768
3114.661133	740.066223
3113.035156	773.917664
3111.409180	746.980042
3109.782227	727.468384
3108.155273	813.128418
3106.528320	783.243103
3104.899414	811.102234
3103.270508	849.299805
3101.641602	778.016724
3100.011719	833.942932
3098.380859	836.618896
3096.750000	991.488647
3095.118164	904.004578
3093.486328	964.242676
3091.853516	1043.629883
3090.220703	1090.499390
3088.586914	1255.348877
3086.952148	1274.096924
3085.317383	1295.780396
3083.682617	1486.919678
3082.046875	1685.295898
3080.410156	1955.698853
3078.772461	2068.397461
3077.135742	2385.582275
3075.497070	2621.638184
3073.858398	2664.875488
3072.219727	2846.280762
3070.579102	2885.003174
3068.939453	3088.249023
3067.297852	2955.024902
3065.656250	3058.271240
3064.014648	3092.465088
3062.372070	3220.537109
3060.729492	3237.051270
3059.084961	3181.708984
3057.441406	3163.046631
3055.795898	3145.861572
3054.151367	3114.040283
3052.504883	3085.168213
3050.858398	3248.066895
3049.211914	3153.321533
3047.564453	3086.432129
3045.916016	3110.248291
3044.267578	3033.185059
3042.618164	2820.274170
3040.967773	2676.163818
3039.318359	2441.612305
3037.666992	2213.057861
3036.015625	1844.564209
